ref,is_in:district,description,operator,contact:phone,opening_hours,longitude,latitude,status,status:date,url,image
1715a,士林,劍潭站臺北市士林區中山北路5段65號2號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.524736,25.083485,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1715a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1715a.JPG
1715b,士林,劍潭站臺北市士林區中山北路5段65號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.525154,25.085144,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1715b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1715b.JPG
1715c,士林,劍潭站臺北市士林區中山北路5段65號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.525110,25.085090,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1715c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1715c.JPG
1716,大同,圓山站臺北市大同區酒泉街9之1號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.520070,25.070770,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1716,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1716.JPG
1717,中山,民權西路站臺北市中山區民權西路72號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.519547,25.062605,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1717,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1717.JPG
1717a,中山,民權西路站臺北市中山區民權西路72號9號出口,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.519788,25.063030,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1717a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1717a.JPG
1717b,中山,民權西路站臺北市中山區民權西路72號9號出口,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.519788,25.063030,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1717b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1717b.JPG
1718,中山,雙連站臺北市中山區民生西路47號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.520579,25.057496,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1718,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1718.JPG
1718a,中山,中山地下街臺北市中山區雙連站及中山站間地下街爵士廣場,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.520545,25.055401,正常,20220506100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1718a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1718a.JPG
1718b,中山,中山地下街臺北市中山區雙連站及中山站間地下街爵士廣場,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.520545,25.055401,正常,20220506100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1718b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1718b.JPG
1718c,中山,雙連站臺北市中山區民生西路47號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.520579,25.057496,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1718c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1718c.JPG
1719,中山,中山站臺北市中山區南京西路16號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.520302,25.052423,暫停,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1719,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1719.JPG
1719a,中山,中山站(淡水信義線)臺北市中山區南京西路16號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.520302,25.052423,暫停,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1719a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1719a.JPG
1720,中正,台北車站臺北市中正區忠孝西路1段49號4號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.517253,25.046485,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1720,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1720.JPG
1720a,中正,台北車站(板南線)臺北市中正區忠孝西路1段49號4號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.517253,25.046485,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1720a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1720a.JPG
1721,中正,台大醫院站臺北市中正區公園路52號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.515774,25.040962,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1721,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1721.JPG
1721a,中正,台大醫院站臺北市中正區公園路52號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.515774,25.040962,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1721a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1721a.JPG
1722a,中正,中正紀念堂站臺北市中正區羅斯福路1段8之1號5號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.517187,25.034899,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1722a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1722a.JPG
1722b,中正,中正紀念堂站臺北市中正區羅斯福路1段8之1號5號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.517187,25.034899,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1722b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1722b.JPG
1722c,中正,中正紀念堂站臺北市中正區羅斯福路1段8之1號5號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.517187,25.034899,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1722c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1722c.JPG
1723,大安,古亭站臺北市大安區羅斯福路2段164之1號6號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.522304,25.027499,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1723,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1723.JPG
1723a,大安,古亭站臺北市大安區羅斯福路2段164之1號6號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.522304,25.027499,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1723a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1723a.JPG
1724,永和,頂溪站新北市永和區永和路2段168號1號出口,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.515438,25.012931,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1724,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1724.JPG
1725,中和,永安市場站新北市中和區中和路388號出口右側,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.510961,25.002366,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1725,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1725.JPG
1725a,中和,永安市場站新北市中和區中和路388號出口右側,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.510961,25.002366,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1725a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1725a.JPG
1726,中和,景安站新北市中和區景安路486號出口左側,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.504628,24.993726,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1726,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1726.JPG
1726a,中和,景安站新北市中和區景安路486號出口左側,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.504628,24.993726,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1726a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1726a.JPG
1727a,中和,南勢角站新北市中和區興南路1段84巷6號4號出口,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.509336,24.989697,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1727a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1727a.JPG
1727b,中和,南勢角站新北市中和區興南路1段84巷6號4號出口,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.509336,24.989697,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1727b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1727b.JPG
1728,大安,台電大樓站臺北市大安區羅斯福路3段126-5號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.527849,25.021180,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1728,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1728.JPG
1728a,大安,台電大樓站臺北市大安區羅斯福路3段126-5號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.527849,25.021180,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1728a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1728a.JPG
1729,大安,公館站臺北市大安區羅斯福路4段64-1號2號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.534767,25.014685,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1729,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1729.JPG
1729a,大安,公館站臺北市大安區羅斯福路4段64-1號2號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.534767,25.014685,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1729a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1729a.JPG
1730,文山,萬隆站臺北市文山區羅斯福路5段214號4號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.539038,25.002203,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1730,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1730.JPG
1730a,文山,萬隆站臺北市文山區羅斯福路5段214號4號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.539038,25.002203,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1730a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1730a.JPG
1731,文山,景美站臺北市文山區羅斯福路6段216號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.540694,24.992230,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1731,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1731.JPG
1731a,文山,景美站臺北市文山區羅斯福路6段216號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.540694,24.992230,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1731a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1731a.JPG
1732,新店,大坪林站新北市新店區北新路3段190號3號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.541207,24.982874,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1732,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1732.JPG
1732a,新店,大坪林站新北市新店區北新路3段190號5號出口,新北大眾捷運股份有限公司中運量營運處,+886 2 0910 926871,Mo-Su 06:00-23:00,121.542944,24.982845,正常,20231206100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1732a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1732a.JPG
1732b,新店,大坪林站新北市新店區北新路3段190號5號出口,新北大眾捷運股份有限公司中運量營運處,+886 2 0910 926871,Mo-Su 06:00-23:00,121.542944,24.982845,正常,20231206100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1732b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1732b.JPG
1732c,新店,大坪林站(松新線)新北市新店區北新路3段190號3號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.541207,24.982874,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1732c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1732c.JPG
1733,新店,七張站新北市新店區北新路2段150號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.543073,24.975020,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1733,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1733.JPG
1733a,新店,七張站新北市新店區北新路2段150號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.543073,24.975020,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1733a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1733a.JPG
1734,新店,新店區公所站新北市新店區北新路1段295號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.541250,24.967405,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1734,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1734.JPG
1734a,新店,新店區公所站新北市新店區北新路1段295號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.541250,24.967405,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1734a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1734a.JPG
1735,新店,新店站新北市新店區北宜路1段2號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.537832,24.957918,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1735,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1735.JPG
1735a,新店,新店站新北市新店區北宜路1段2號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.537832,24.957918,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1735a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1735a.JPG
1801,文山,動物園站臺北市文山區新光路2段32號1號出口,臺北大眾捷運股份有限公司(棕線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.579897,24.998276,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1801,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1801.JPG
1801a,文山,動物園站臺北市文山區新光路2段32號1號出口,臺北大眾捷運股份有限公司(棕線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.579897,24.998276,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1801a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1801a.JPG
1802,文山,木柵站臺北市文山區木柵路4段135號出口右側,臺北大眾捷運股份有限公司(棕線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.573381,24.998202,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1802,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1802.JPG
1802a,文山,木柵站臺北市文山區木柵路4段135號出口右側,臺北大眾捷運股份有限公司(棕線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.573381,24.998202,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1802a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1802a.JPG
1803,文山,萬芳社區站臺北市文山區萬芳路60號出口右側,臺北大眾捷運股份有限公司(棕線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.568384,24.998599,正常,20220113100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1803,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1803.JPG
1803a,文山,萬芳社區站臺北市文山區萬芳路60號出口右側,臺北大眾捷運股份有限公司(棕線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.568384,24.998599,正常,20220215100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1803a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1803a.JPG
1804,文山,萬芳醫院站臺北市文山區興隆路3段113號出口右側,臺北大眾捷運股份有限公司(棕線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.557732,24.999333,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1804,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1804.JPG
1804a,文山,萬芳醫院站臺北市文山區興隆路3段113號出口右側,臺北大眾捷運股份有限公司(棕線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.557732,24.999333,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1804a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1804a.JPG
